-0.0238201 ,0.291871 ,2.33344 ,1e-05 ,0.196
-0.00846449 ,0.0981128 ,0.782966 ,6.30486e-05 ,0.0247025
0.00200644 ,0.0285564 ,0.250262 ,0.000972287 ,0.0749398
-0.0101062 ,0.116619 ,0.930435 ,0.00025779 ,0.136193
-0.0190698 ,0.20277 ,1.63229 ,0.000238211 ,0.457244
-0.0187736 ,0.241171 ,1.91398 ,1.86457e-06 ,0.0170289
-0.0122763 ,0.141845 ,1.13144 ,2.37573e-05 ,0.0182905
-0.0186234 ,0.212169 ,1.69765 ,1.52125e-05 ,0.0331907
-0.00373007 ,0.0432297 ,0.344991 ,0.000187333 ,0.0219988
-0.0189401 ,0.217787 ,1.74186 ,9.95006e-06 ,0.0242897
-0.0234969 ,0.290286 ,2.32201 ,1.65442e-05 ,0.282514
-0.0131378 ,0.15124 ,1.20622 ,2.28992e-05 ,0.0201315
-0.0237458 ,0.295687 ,2.36451 ,3.95658e-05 ,0.927504
-0.0255012 ,0.284767 ,2.26597 ,2.38835e-06 ,0.276242
-0.00199733 ,0.0246906 ,0.205909 ,0.000572856 ,0.0348279
-0.0198076 ,0.230871 ,1.86126 ,0.000166113 ,0.517224
-0.0235649 ,0.27232 ,2.17247 ,1.99598e-06 ,0.129689
-0.0116982 ,0.135413 ,1.08035 ,1.63907e-05 ,0.011729
-0.0188298 ,0.199206 ,1.60053 ,9.36749e-05 ,0.168176
-0.0724105 ,-0.0678989 ,0.00511264 ,0.000769245 ,0.0152097
-0.0224687 ,0.281967 ,2.25697 ,2.24824e-06 ,0.667121
-0.0223521 ,0.276352 ,2.21467 ,2.73916e-05 ,0.250663
-0.0253414 ,0.304748 ,2.4336 ,6.17618e-06 ,1.04214
-0.019596 ,0.22473 ,1.81255 ,0.0003225 ,0.903903
-0.0208548 ,0.233616 ,1.84054 ,1.14314e-06 ,0.2755
-0.0249335 ,0.302737 ,2.41759 ,7.36942e-06 ,0.513149
-0.0235266 ,0.242319 ,1.92833 ,1.29883e-06 ,0.149795
-0.00245837 ,0.0289562 ,0.232021 ,0.000530928 ,0.0373343
-0.0247716 ,0.302406 ,2.41542 ,8.85936e-06 ,0.524676
-0.0202894 ,0.240786 ,1.93772 ,4.55233e-05 ,0.169008
-0.0216469 ,0.270517 ,2.17166 ,0.00011611 ,0.876249
-0.0166233 ,0.186512 ,1.48943 ,2.66303e-05 ,0.0386466
-0.0214709 ,0.267009 ,2.14418 ,9.18134e-05 ,0.629458
-0.00773159 ,0.0895995 ,0.715034 ,0.000153147 ,0.0518285
-0.0248653 ,0.30502 ,2.4361 ,1.05854e-05 ,1.03754
