0, 2.3488 ,0, 2.3488, 0 ,2.3488, 0 ,2.3488
0, 2.31015 ,-3.51052, 2.3411, -3.51052 ,2.3411, -3.51052 ,2.3411
0, 2.37523 ,6.74613, 2.34494, 6.74613 ,2.34494, 6.74613 ,2.34494
0, 2.33737 ,-6.08346, 2.34524, -6.08346 ,2.34524, -6.08346 ,2.34524
0, 2.31366 ,-2.59568, 2.34249, -2.59568 ,2.34249, -2.59568 ,2.34249
0, 2.37586 ,6.96609, 2.34679, 6.96609 ,2.34679, 6.96609 ,2.34679
0, 2.34632 ,-4.61309, 2.34827, -4.61309 ,2.34827, -4.61309 ,2.34827
0, 2.31002 ,-5.49659, 2.3457, -5.49659 ,2.3457, -5.49659 ,2.3457
0, 2.36505 ,6.41907, 2.34907, 6.41907 ,2.34907, 6.41907 ,2.34907
0, 2.3727 ,0.933256, 2.35327, 0.933256 ,2.35327, 0.933256 ,2.35327
0, 2.31843 ,-8.41507, 2.35197, -8.41507 ,2.35197, -8.41507 ,2.35197
0, 2.33299 ,0.111046, 2.35224, 0.111046 ,2.35224, 0.111046 ,2.35224
0, 2.38521 ,7.41815, 2.35751, 7.41815 ,2.35751, 7.41815 ,2.35751
0, 2.36687 ,-1.28794, 2.36095, -1.28794 ,2.36095, -1.28794 ,2.36095
0, 2.32228 ,-8.50233, 2.36019, 0 ,2.35545, -8.50233 ,2.36019
0, 2.33909 ,-0.858735, 2.36108, 0 ,2.31633, -0.858735 ,2.36108
0, 2.38826 ,7.39373, 2.36619, 0 ,2.38294, 7.39373 ,2.36619
0, 2.38913 ,3.24177, 2.37122, 0 ,2.44785, 3.24177 ,2.37122
0, 2.34719 ,-6.28558, 2.37263, 0 ,2.35808, -6.28558 ,2.37263
0, 2.33094 ,-7.67404, 2.37261, 0 ,2.32476, -7.67404 ,2.37261
0, 2.36276 ,0.850126, 2.37516, 0 ,2.38959, 0.850126 ,2.37516
0, 2.40278 ,7.62999, 2.38052, 0 ,2.39779, 0 ,2.37895
0, 2.40557 ,5.7262, 2.38599, 0 ,2.37609, 0 ,2.43595
0, 2.37476 ,-2.45406, 2.38913, 0 ,2.39727, 0 ,2.43922
0, 2.34834 ,-8.39137, 2.39031, 0 ,2.38454, 0 ,2.35574
