0.0331238 ,-0.0141375 ,0.975319 ,1e-05 ,0.196
0.0244841 ,-0.0110176 ,0.905335 ,0.000112278 ,0.441519
0.0195161 ,-0.0092507 ,0.81746 ,0.000304102 ,0.541881
0.0132534 ,-0.00969464 ,0.581647 ,0.000690017 ,0.352849
0.0246038 ,-0.0111201 ,0.907502 ,0.000109743 ,0.443169
0.0278588 ,-0.0157376 ,0.960498 ,7.5522e-05 ,0.787694
0.0123043 ,-0.0156085 ,0.183673 ,0.000776304 ,0.0497534
0.0313347 ,-0.0120675 ,0.911154 ,1.71561e-06 ,1.16416
0.0138986 ,-0.0117635 ,0.291241 ,0.000612198 ,0.0790428
0.0275779 ,-0.0104638 ,0.829748 ,8.38489e-06 ,0.0194335
0.0334563 ,-0.0135713 ,0.979909 ,4.27192e-06 ,0.166068
0.02747 ,-0.0118969 ,0.7886 ,1.09445e-06 ,0.79693
0.0133512 ,-0.0124187 ,0.261719 ,0.000656422 ,0.0713805
0.00991381 ,-0.00354175 ,0.305216 ,0.000143898 ,0.0201655
0.0190771 ,-0.0095989 ,0.73427 ,0.000341148 ,0.365831
0.0103585 ,-0.012104 ,0.318092 ,0.000899936 ,0.134449
0.0241618 ,-0.00900989 ,0.817592 ,0.000114708 ,0.205399
0.0304679 ,-0.0120836 ,0.905897 ,2.78867e-06 ,0.0272835
0.0142282 ,-0.00738781 ,0.256354 ,0.00039381 ,0.0414535
0.03156 ,-0.0174454 ,0.978242 ,4.52037e-05 ,0.922914
0.0317171 ,-0.0127525 ,0.941649 ,6.52568e-06 ,0.0556889
0.032322 ,-0.013007 ,0.950799 ,4.51121e-06 ,0.0565421
0.034065 ,-0.0154055 ,0.9914 ,1.29709e-05 ,0.855348
0.012918 ,-0.00487207 ,0.277213 ,0.000304013 ,0.0362358
0.0333438 ,-0.0133576 ,0.979992 ,2.91638e-06 ,1.0193
0.0306661 ,-0.0121373 ,0.914274 ,1.8931e-06 ,0.0988379
0.0312111 ,-0.0126379 ,0.936465 ,1.0134e-05 ,0.0699513
0.00973896 ,-0.00383283 ,0.284479 ,8.7864e-05 ,0.0110868
0.0227067 ,-0.00901827 ,0.752541 ,0.000172301 ,0.204902
0.0308441 ,-0.0144857 ,0.958261 ,3.27546e-05 ,0.326171
0.0149501 ,-0.00826658 ,0.736675 ,0.000694798 ,0.753873
0.0322777 ,-0.0133966 ,0.958421 ,9.41512e-06 ,0.105072
0.0204204 ,-0.00941468 ,0.837657 ,0.000255391 ,0.527767
0.0268735 ,-0.0099603 ,0.822929 ,1.83603e-05 ,0.0357838
0.0285258 ,-0.0117956 ,0.919989 ,3.7499e-05 ,0.180745
0.0102931 ,-0.0116447 ,0.076863 ,0.000673391 ,0.0139417
0.0103161 ,-0.00241997 ,0.197816 ,0.000313901 ,0.0223292
0.0213209 ,-0.00934426 ,0.716624 ,0.000241406 ,0.235838
0.0334648 ,-0.0135712 ,0.981331 ,3.12449e-06 ,0.479549
0.0241595 ,-0.00912676 ,0.720164 ,1.72155e-05 ,0.0182747
0.0317455 ,-0.0160349 ,0.972331 ,3.49302e-05 ,0.547326
