89.4971 ,0.00850324 ,0.00891611
166.879 ,5.25063e-10 ,0.000793528
88.887 ,0.00850324 ,0.0891611
89.5354 ,0.018969 ,0.0398008
89.9136 ,0.0743512 ,0.056039
89.7086 ,0.0809567 ,0.0511713
90.3378 ,0.0995085 ,0.0966611
89.4385 ,0.0426051 ,0.0652999
89.3881 ,0.0961533 ,0.0857987
89.447 ,0.0294026 ,0.0414645
89.3378 ,0.0514893 ,0.0789785
89.5258 ,0.0544273 ,0.00936299
89.3692 ,0.043226 ,0.0844927
89.4006 ,0.0772846 ,0.0191859
89.4 ,0.0780367 ,0.0181343
89.395 ,0.0579141 ,0.0314131
89.4483 ,0.0411985 ,0.0992305
89.4253 ,0.0163922 ,0.0334848
89.5255 ,0.00762182 ,0.0174524
88.6361 ,0.00372999 ,0.0467415
89.3641 ,0.0674113 ,0.00667033
89.3738 ,0.0389782 ,0.0165399
89.4897 ,0.0990804 ,0.0870639
89.4962 ,0.0672653 ,0.0587706
89.3623 ,0.0255014 ,0.0593045
89.3751 ,0.027172 ,0.0270481
93.0452 ,0.00959302 ,0.0632556
85.9483 ,0.0151273 ,0.0948862
88.3535 ,0.00426043 ,0.0735089
89.2855 ,0.0465497 ,0.022254
89.5034 ,0.0571484 ,0.0604569
89.3221 ,0.0698002 ,0.0664686
89.2363 ,0.0173652 ,0.0751495
89.4047 ,0.0824917 ,0.0753096
89.3976 ,0.0319049 ,0.0532551
89.5877 ,0.0147554 ,0.0792628
90.1587 ,0.0912531 ,0.0794381
87.7523 ,0.00094084 ,0.0510053
89.5511 ,0.0295594 ,0.0559919
89.3504 ,0.0504173 ,0.0310016
89.3641 ,0.00850324 ,0.000891611
89.4982 ,0.018969 ,0.000398008
110.684 ,8.50324e-05 ,0.00891611
80.3944 ,0.00018969 ,0.00398008
87.9749 ,0.000743512 ,0.0056039
88.3358 ,0.000809567 ,0.00511713
89.1075 ,0.000995085 ,0.00966611
85.0055 ,0.000426051 ,0.00652999
88.953 ,0.000961533 ,0.00857987
89.0754 ,0.000294026 ,0.00414645
88.5804 ,0.000514893 ,0.00789785
89.6429 ,0.000544273 ,0.000936299
80.2556 ,0.00043226 ,0.00844927
89.3781 ,0.000772846 ,0.00191859
89.1155 ,0.000780367 ,0.00181343
88.9075 ,0.000579141 ,0.00314131
88.6706 ,0.000411985 ,0.00992305
91.8177 ,0.000163922 ,0.00334848
86.5105 ,7.62182e-05 ,0.00174524
117.313 ,3.72999e-05 ,0.00467415
89.7647 ,0.000674113 ,0.000667033
89.1912 ,0.000389782 ,0.00165399
88.7722 ,0.000990804 ,0.00870639
89.0678 ,0.000672653 ,0.00587706
90.6932 ,0.000255014 ,0.00593045
89.1542 ,0.00027172 ,0.00270481
94.332 ,9.59302e-05 ,0.00632556
76.7536 ,0.000151273 ,0.00948862
32.6986 ,4.26043e-05 ,0.00735089
89.7063 ,0.000465497 ,0.0022254
89.0082 ,0.000571484 ,0.00604569
89.0818 ,0.000698002 ,0.00664686
86.8774 ,0.000173652 ,0.00751495
89.1591 ,0.000824917 ,0.00753096
88.4034 ,0.000319049 ,0.00532551
69.2262 ,0.000147554 ,0.00792628
88.964 ,0.000912531 ,0.00794381
170.206 ,9.4084e-06 ,0.00510053
94.0091 ,0.000295594 ,0.00559919
87.6015 ,0.000504173 ,0.00310016
89.1786 ,0.000982579 ,0.00964455
90.5192 ,0.000448564 ,0.00303514
21.3943 ,5.62084e-05 ,0.00801919
89.3851 ,0.000983813 ,0.000510626
90.4139 ,0.000239803 ,0.00104699
88.5616 ,0.000534797 ,0.00521407
89.0508 ,0.000329979 ,0.00317638
95.6966 ,0.000977858 ,0.00735087
89.276 ,0.000953617 ,0.000494682
89.6438 ,0.000572538 ,0.000608454
88.6357 ,0.000811628 ,0.00979186
67.6149 ,0.000225825 ,0.00406369
88.3942 ,0.000619046 ,0.00754556
89.3283 ,0.000915988 ,0.000364922
88.9254 ,0.000830576 ,0.00903643
76.232 ,0.000175992 ,0.00566783
89.0017 ,0.000328182 ,0.00394569
89.4358 ,0.000464552 ,0.00183268
67.9578 ,0.0002575 ,0.00610549
89.5836 ,0.000196504 ,0.00141293
91.9362 ,0.000669344 ,0.00801833
85.3853 ,0.000155896 ,0.00471428
87.3599 ,0.000255728 ,0.00993978
91.5484 ,0.000698761 ,0.00847351
96.2323 ,6.93813e-05 ,0.00191786
173.161 ,8.14663e-06 ,0.00439653
89.3667 ,0.000389613 ,0.00135657
82.5468 ,0.000249231 ,0.00461392
89.2542 ,0.000698389 ,0.00206857
71.2997 ,0.000182262 ,0.00394393
93.626 ,0.000142462 ,0.00715652
89.0569 ,0.00047312 ,0.0036172
165.606 ,3.10001e-07 ,0.00972109
79.8621 ,0.000242597 ,0.0065428
93.7239 ,0.0009402 ,0.00596257
89.9121 ,0.000903858 ,0.00331532
103.3 ,0.000304043 ,0.00675398
89.0642 ,0.000449785 ,0.00409032
88.9201 ,0.000618305 ,0.00744505
32.6288 ,4.73447e-05 ,0.00676037
116.138 ,1.81979e-05 ,0.00534675
89.6418 ,0.000938174 ,0.00378044
88.1286 ,0.000492311 ,0.00675751
87.373 ,0.000784188 ,0.00893682
89.3726 ,0.000727119 ,0.00321514
88.499 ,0.000145237 ,0.00237183
88.4473 ,0.000211923 ,0.00215503
88.2953 ,0.000578177 ,0.00752816
89.3933 ,0.000790235 ,0.00133438
89.1954 ,0.000380455 ,0.0037355
74.8476 ,0.000304522 ,0.00644799
89.1021 ,0.000822678 ,0.00782788
89.6897 ,0.000524381 ,0.0020916
88.9524 ,0.000634027 ,0.00639567
88.8022 ,0.000738946 ,0.00680354
89.4415 ,0.000399406 ,7.0856e-05
92.8613 ,0.000262852 ,0.00863901
89.3179 ,0.000644201 ,0.00624378
88.9641 ,0.000626034 ,0.00589567
89.3829 ,0.000966505 ,0.00615464
88.8246 ,0.00046828 ,0.00621017
88.1671 ,0.000158794 ,0.00142496
147.337 ,8.50324e-06 ,0.00891611
125.187 ,1.8969e-05 ,0.00398008
76.0943 ,7.43512e-05 ,0.0056039
101.054 ,8.09567e-05 ,0.00511713
71.711 ,9.95085e-05 ,0.00966611
61.5609 ,4.26051e-05 ,0.00652999
81.7028 ,9.61533e-05 ,0.00857987
162.608 ,2.94026e-05 ,0.00414645
82.3026 ,5.14893e-05 ,0.00789785
93.3192 ,5.44273e-05 ,0.000936299
165.557 ,4.3226e-05 ,0.00844927
87.6098 ,7.72846e-05 ,0.00191859
67.8924 ,7.80367e-05 ,0.00181343
69.7305 ,5.79141e-05 ,0.00314131
16.8855 ,4.11985e-05 ,0.00992305
169.377 ,1.63922e-05 ,0.00334848
122.934 ,7.62182e-06 ,0.00174524
169.493 ,3.72999e-06 ,0.00467415
89.0196 ,6.74113e-05 ,0.000667033
90.7476 ,3.89782e-05 ,0.00165399
95.5491 ,9.90804e-05 ,0.00870639
91.7544 ,6.72653e-05 ,0.00587706
115.597 ,2.55014e-05 ,0.00593045
76.3356 ,2.7172e-05 ,0.00270481
168.902 ,9.59302e-06 ,0.00632556
38.3812 ,1.51273e-05 ,0.00948862
168.361 ,4.26043e-06 ,0.00735089
73.225 ,4.65497e-05 ,0.0022254
84.8054 ,5.71484e-05 ,0.00604569
59.7367 ,6.98002e-05 ,0.00664686
93.247 ,1.73652e-05 ,0.00751495
78.5932 ,8.24917e-05 ,0.00753096
88.9184 ,3.19049e-05 ,0.00532551
176.206 ,1.47554e-05 ,0.00792628
112.98 ,9.12531e-05 ,0.00794381
166.743 ,9.4084e-07 ,0.00510053
24.9422 ,2.95594e-05 ,0.00559919
91.8037 ,5.04173e-05 ,0.00310016
